Date,Domain,City,Balance,Total_Transaction,Gender,Age,NumOfProducts,HasCrCard,Exited,EstimatedSalary
,,,,,,37,2,1,,129563.86
,,,,,,36,1,1,,135388.89
,,,,,,27,2,0,,4497.55
,,,,,,49,1,1,,67885.37
,,,,,,27,2,1,,111471.55
,,,,,,36,2,1,,134407.93
,,,,,,71,1,1,,108258.22
,,,,,,47,2,1,,197528.62
,,,,,,58,1,1,,139761.25
,,,,,,32,1,1,,136119.96
,,,,,,44,2,1,,197812.16
,,,,,,32,1,1,,51972.92
,,,,,,27,2,1,,99341.87
,,,,,,44,1,0,,171345.02
,,,,,,44,1,1,,119056.68
,,,,,,54,2,1,,172601.62
,,,,,,37,2,0,,104936.88
,,,,,,36,2,1,,159044.1
,,,,,,38,1,1,,83263.06
,,,,,,50,2,1,,130910.78
,,,,,,29,1,1,,126336.72
,,,,,,64,1,1,,27980.8
,,,,,,35,1,1,,47880.71
,,,,,,40,1,1,,73882.49
,,,,,,58,1,1,,162960.05
,,,,,,30,2,1,,68807.47
,,,,,,42,2,1,,144039.05
,,,,,,26,1,1,,151192.18
,,,,,,43,1,0,,120225.62
,,,,,,41,3,0,,56118.81
,,,,,,72,2,0,,130853.03
,,,,,,40,1,1,,185156.94
,,,,,,35,1,0,,35671.45
,,,,,,81,2,1,,59568.24
,,,,,,35,2,0,,139911.58
,,,,,,46,1,1,,56770.76
,,,,,,33,1,1,,157564.75
,,,,,,52,1,0,,131473.31
,,,,,,40,1,0,,90424.09
,,,,,,33,2,0,,156660.21
,,,,,,51,3,0,,88372.69
,,,,,,32,2,1,,46200.71
,,,,,,36,1,1,,160548.12
,,,,,,42,1,1,,1262.83
,,,,,,38,1,1,,188639.28
,,,,,,28,2,1,,14665.28
,,,,,,42,1,1,,156868.21
,,,,,,37,1,1,,30461.55
,,,,,,28,2,1,,123885.88
,,,,,,34,2,1,,60688.38
,,,,,,43,2,1,,21785.91
,,,,,,34,1,0,,188135.69
,,,,,,26,2,1,,154364.66
,,,,,,42,2,1,,61312.15
,,,,,,29,1,1,,47454.93
,,,,,,62,2,0,,121102.9
,,,,,,44,1,1,,137419.87
,,,,,,38,1,1,,157664.02
,,,,,,37,2,1,,148689.65
,,,,,,76,1,1,,39789.62
,,,,,,35,1,1,,165162.4
,,,,,,30,2,0,,137674.55
,,,,,,41,2,1,,101371.72
,,,,,,49,3,1,,65066.48
,,,,,,34,2,1,,107876.91
,,,,,,36,2,1,,111180.3
,,,,,,30,2,1,,115650.63
,,,,,,51,1,1,,165035.17
,,,,,,41,2,1,,193746.55
,,,,,,33,1,1,,58458.26
,,,,,,53,2,0,,52332.85
,,,,,,38,1,1,,75959.1
,,,,,,52,1,1,,123.07
,,,,,,36,1,1,,167066.95
,,,,,,44,4,0,,117572.59
,,,,,,54,2,1,,7166.71
,,,,,,28,1,1,,137173.39
,,,,,,32,3,1,,116442.42
,,,,,,52,3,1,,32421.32
,,,,,,37,2,0,,104665.79
,,,,,,37,2,1,,44215.86
,,,,,,33,1,1,,20164.47
,,,,,,49,1,1,,26691.31
,,,,,,27,1,0,,107955.67
,,,,,,43,1,1,,150048.37
,,,,,,39,2,1,,192255.15
,,,,,,40,1,0,,173245.68
,,,,,,34,1,0,,121457.88
,,,,,,42,2,1,,104804.74
,,,,,,33,1,0,,69767.14
,,,,,,26,2,1,,178373.43
,,,,,,39,2,0,,99924.04
,,,,,,40,1,1,,49594.19
,,,,,,42,1,1,,186071.14
,,,,,,38,1,1,,77511.45
,,,,,,33,2,1,,54816.57
,,,,,,35,2,0,,61290.99
,,,,,,42,3,1,,191821.35
,,,,,,30,1,0,,156768.45
,,,,,,44,1,1,,73731.32
,,,,,,28,1,1,,122190.22
,,,,,,33,2,1,,123509.01
,,,,,,50,1,1,,8199.5
,,,,,,40,2,1,,14113.11
,,,,,,29,2,0,,51705.01
,,,,,,60,1,1,,161937.62
,,,,,,45,1,1,,120892.96
,,,,,,30,1,1,,65035.02
,,,,,,31,1,0,,164257.37
,,,,,,29,1,1,,51987.99
,,,,,,28,2,1,,10899.63
,,,,,,60,1,1,,177355.8
,,,,,,39,2,0,,63889.1
,,,,,,31,3,1,,176433.6
,,,,,,41,2,1,,81313.51
,,,,,,31,2,0,,13998.88
,,,,,,46,1,1,,5771.56
,,,,,,36,1,1,,42693.65
,,,,,,38,2,0,,90839.61
,,,,,,28,1,1,,54144.01
,,,,,,37,2,1,,184312.88
,,,,,,37,2,1,,20306.79
,,,,,,37,1,1,,128256.18
,,,,,,27,2,1,,182720.07
,,,,,,33,2,0,,4082.52
,,,,,,40,2,0,,102233.73
,,,,,,32,2,1,,132002.83
,,,,,,27,2,1,,126838.7
,,,,,,39,2,0,,181461.46
,,,,,,46,2,1,,195325.74
,,,,,,61,2,0,,29132.43
,,,,,,69,2,1,,131804.86
,,,,,,19,1,1,,173784.04
,,,,,,46,2,1,,26249.86
,,,,,,40,1,1,,182650.15
,,,,,,28,1,1,,196582.55
,,,,,,68,1,0,,141977.54
,,,,,,42,2,1,,55313.51
,,,,,,40,1,1,,62944.75
,,,,,,43,1,1,,72375.03
,,,,,,47,1,0,,188324.01
,,,,,,38,2,0,,133403.07
,,,,,,29,1,1,,157378.5
,,,,,,59,2,1,,101240.08
,,,,,,32,1,1,,102502.5
,,,,,,23,2,1,,37577.66
,,,,,,46,2,1,,83456.67
,,,,,,34,1,1,,199420.41
,,,,,,31,2,1,,24748.89
,,,,,,40,1,1,,121765
,,,,,,32,2,1,,113666.48
,,,,,,28,1,1,,134110.93
,,,,,,39,2,1,,183095.87
,,,,,,32,1,1,,159891.03
,,,,,,25,1,1,,8316.19
,,,,,,31,2,0,,63736.36
,,,,,,31,1,1,,94715.24
,,,,,,42,2,1,,68695.38
,,,,,,45,2,0,,36899.62
,,,,,,24,2,1,,182775.08
,,,,,,30,1,0,,62390.59
,,,,,,38,1,1,,76042.48
,,,,,,38,1,0,,70956.75
,,,,,,51,2,1,,67311.12
,,,,,,40,1,1,,110454.46
,,,,,,53,3,0,,88479.02
,,,,,,31,1,1,,122639.73
,,,,,,36,2,1,,79723.78
,,,,,,44,1,1,,97677.52
,,,,,,50,1,1,,100720.02
,,,,,,39,2,1,,104730.52
,,,,,,35,1,1,,22499.29
,,,,,,37,1,1,,28257.89
,,,,,,25,2,0,,109988.09
,,,,,,29,1,0,,149991.32
,,,,,,61,2,1,,45180.8
,,,,,,38,2,1,,181605.85
,,,,,,29,1,1,,126469.09
,,,,,,39,1,1,,160810.85
,,,,,,30,2,0,,88146.86
,,,,,,37,1,0,,88333.74
,,,,,,28,1,1,,90174.83
,,,,,,37,1,1,,81298.09
,,,,,,33,1,0,,60013.17
,,,,,,36,1,1,,100940.91
,,,,,,31,2,1,,12599.94
,,,,,,32,1,1,,128590.73
,,,,,,25,2,0,,23180.37
,,,,,,33,2,1,,55796.83
,,,,,,29,2,0,,152097.02
,,,,,,26,1,0,,162443.05
,,,,,,41,1,1,,55551.26
,,,,,,40,1,1,,109496.69
,,,,,,48,2,1,,72105.63
,,,,,,61,1,1,,41815.22
,,,,,,45,1,1,,74005.04
,,,,,,46,1,0,,70224.34
,,,,,,31,1,0,,145528.22
,,,,,,38,1,0,,124486.28
,,,,,,74,1,1,,10078.02
,,,,,,46,2,0,,164967.21
,,,,,,64,1,1,,91149.48
,,,,,,47,2,0,,103379.31
,,,,,,39,1,1,,128049.34
,,,,,,41,2,1,,54342.83
,,,,,,60,4,1,,13614.01
,,,,,,36,2,0,,35521.63
,,,,,,31,2,1,,40496.72
,,,,,,29,1,0,,91903.9
,,,,,,31,2,1,,178667.7
,,,,,,48,2,1,,32202.61
,,,,,,34,2,1,,117034.32
,,,,,,29,1,1,,163746.09
,,,,,,31,2,1,,20346.69
,,,,,,35,2,1,,84710.65
,,,,,,39,1,0,,120531.31
,,,,,,64,1,1,,152273.57
,,,,,,40,1,1,,144345.58
,,,,,,46,1,1,,96961
,,,,,,30,2,1,,170307.43
,,,,,,56,2,1,,29880.99
,,,,,,30,2,1,,195104.91
,,,,,,62,3,1,,187756.24
,,,,,,32,2,0,,67599.69
,,,,,,46,2,1,,105983.09
,,,,,,60,2,0,,25980.42
,,,,,,71,2,1,,112222.64
,,,,,,68,2,1,,59864.96
,,,,,,33,1,1,,42581.09
,,,,,,18,1,0,,4777.23
,,,,,,35,2,0,,178038.17
,,,,,,44,4,0,,128521.16
,,,,,,35,2,0,,109029.72
,,,,,,55,1,1,,2267.88
,,,,,,63,2,1,,55054.48
,,,,,,31,1,0,,76456.17
,,,,,,35,4,1,,75478.95
,,,,,,43,2,0,,179144.54
,,,,,,42,1,1,,193471.74
,,,,,,31,1,1,,103570.8
,,,,,,58,1,0,,102628.56
,,,,,,41,2,1,,55772.04
,,,,,,41,1,1,,192070.16
,,,,,,41,1,1,,144808.37
,,,,,,30,1,1,,5008.23
,,,,,,33,2,0,,173680.39
,,,,,,41,1,0,,115753.94
,,,,,,51,1,1,,38928.48
,,,,,,60,1,0,,174381.23
,,,,,,22,1,1,,49829.8
,,,,,,35,1,1,,76169.68
,,,,,,36,2,0,,133465.57
,,,,,,40,2,1,,38761.61
,,,,,,35,2,1,,176779.46
,,,,,,24,2,1,,13159.9
,,,,,,35,1,1,,48217.97
,,,,,,38,1,1,,134964.85
,,,,,,25,2,1,,184221.11
,,,,,,39,2,0,,19264.33
,,,,,,38,1,1,,92797.23
,,,,,,28,1,1,,33114.24
,,,,,,42,2,1,,154347.95
,,,,,,34,2,1,,184842.21
,,,,,,36,1,1,,155743.48
,,,,,,40,1,0,,88815.25
,,,,,,41,2,1,,193747.57
,,,,,,55,2,0,,116548.02
,,,,,,34,2,1,,166324.79
,,,,,,30,2,1,,40199.01
,,,,,,34,2,0,,51919.04
,,,,,,36,1,1,,73329.08
,,,,,,44,1,1,,145387.05
,,,,,,49,2,0,,140763.18
,,,,,,35,2,0,,67979.35
,,,,,,49,1,1,,133051.64
,,,,,,20,2,1,,86791.9
,,,,,,27,2,0,,47579.25
,,,,,,29,1,1,,151623.71
,,,,,,29,1,1,,164039.51
,,,,,,50,1,1,,16528.4
,,,,,,67,1,0,,66753.1
,,,,,,43,2,0,,19244.58
,,,,,,40,2,1,,103832.58
,,,,,,63,2,0,,502.7
,,,,,,21,2,0,,1408.68
,,,,,,22,2,0,,5985.36
,,,,,,46,2,1,,37460.05
,,,,,,33,1,0,,30396.43
,,,,,,34,1,1,,2498.67
,,,,,,54,1,1,,55346.14
,,,,,,43,1,1,,148330.97
,,,,,,64,1,1,,59237.72
,,,,,,26,2,1,,48644.94
,,,,,,33,2,1,,140759.03
,,,,,,57,2,1,,107712.42
,,,,,,76,2,1,,181718.73
,,,,,,38,1,0,,37054.65
,,,,,,22,1,1,,173940.59
,,,,,,31,1,1,,99298.8
,,,,,,40,2,1,,62933.03
,,,,,,56,2,1,,55287.84
,,,,,,25,1,0,,48197.06
,,,,,,44,1,1,,178642.73
,,,,,,36,2,1,,8282.22
,,,,,,33,2,1,,33300.56
,,,,,,46,2,1,,76515.79
,,,,,,46,2,1,,33680.56
,,,,,,52,1,1,,168886.39
,,,,,,54,1,0,,191746.23
,,,,,,63,1,1,,93091.02
,,,,,,52,1,0,,23904.52
,,,,,,59,1,0,,15807.07
,,,,,,34,2,1,,83773.02
,,,,,,25,1,1,,90162.35
,,,,,,34,1,1,,36639.25
,,,,,,55,2,1,,139469.11
,,,,,,43,1,1,,198402.37
,,,,,,34,1,0,,194584.48
,,,,,,30,1,0,,159629.64
,,,,,,24,1,0,,34231.48
,,,,,,63,1,1,,69643.31
,,,,,,33,2,0,,90270.16
,,,,,,38,1,1,,47848.56
,,,,,,42,2,1,,162865.52
,,,,,,58,1,0,,168650.4
,,,,,,25,1,0,,54372.37
,,,,,,29,2,0,,133897.32
,,,,,,40,2,1,,147878.05
,,,,,,28,1,0,,118313.38
,,,,,,50,2,1,,181224.24
,,,,,,32,2,1,,7921.57
,,,,,,44,1,0,,5708.19
,,,,,,23,2,1,,56756.52
,,,,,,51,1,1,,4121.04
,,,,,,41,2,0,,97213.09
,,,,,,40,1,1,,12799.23
,,,,,,36,2,0,,50400.32
,,,,,,33,2,1,,41447.86
,,,,,,42,2,0,,185543.35
,,,,,,46,1,0,,189988.65
,,,,,,33,1,0,,170819.01
,,,,,,56,1,0,,85547.33
,,,,,,41,1,1,,137037.97
,,,,,,42,2,1,,19283.14
,,,,,,48,1,1,,169425.3
,,,,,,32,1,1,,132038.65
,,,,,,21,2,1,,3626.47
,,,,,,47,2,1,,50881.51
,,,,,,46,1,1,,149170.25
,,,,,,43,1,0,,182505.68
,,,,,,36,1,1,,194072.56
,,,,,,38,2,1,,9209.21
,,,,,,34,1,1,,167931.81
,,,,,,27,1,1,,123096.56
,,,,,,20,1,1,,3965.69
,,,,,,49,1,1,,87711.61
,,,,,,41,1,1,,49667.28
,,,,,,36,2,1,,136675.22
,,,,,,68,1,1,,35865.44
,,,,,,39,1,0,,26136.13
,,,,,,47,1,1,,33373.26
,,,,,,49,2,0,,10096.25
,,,,,,59,2,1,,188782.3
,,,,,,33,2,0,,79775.19
,,,,,,27,2,0,,152740.16
,,,,,,22,1,0,,5791.85
,,,,,,28,2,1,,13182.43
,,,,,,32,1,0,,187551.24
,,,,,,28,2,1,,110560.14
,,,,,,35,3,1,,63795.62
,,,,,,47,1,1,,62086.62
,,,,,,33,2,1,,12483.56
,,,,,,30,2,0,,10963.04
,,,,,,38,1,1,,8247
,,,,,,46,1,1,,156260.08
,,,,,,29,2,1,,26927.69
,,,,,,45,1,1,,84782.42
,,,,,,29,2,1,,19842.11
,,,,,,36,1,1,,95393.43
,,,,,,46,2,1,,133995.59
,,,,,,36,2,0,,108003.38
,,,,,,32,1,1,,99154.86
,,,,,,38,1,1,,49503.5
,,,,,,45,1,1,,196533.72
,,,,,,41,2,1,,188426.13
,,,,,,38,2,1,,171340.68
,,,,,,44,1,1,,79071.89
,,,,,,38,2,0,,20940.76
,,,,,,46,2,1,,34774.26
,,,,,,45,1,0,,6865.41
,,,,,,45,2,1,,51143.43
,,,,,,36,1,0,,47031.4
,,,,,,42,2,1,,47160.01
,,,,,,36,1,0,,158666.99
,,,,,,30,2,0,,65464.66
,,,,,,31,1,1,,78255.86
,,,,,,57,2,1,,103548.25
,,,,,,49,2,1,,89609.26
,,,,,,48,2,0,,193476.04
,,,,,,31,2,1,,5199.02
,,,,,,40,1,1,,52827.51
,,,,,,67,2,1,,86507.88
,,,,,,43,1,1,,100423.88
,,,,,,41,2,1,,175611.5
,,,,,,30,2,1,,19282.85
,,,,,,72,1,0,,27448.33
,,,,,,40,2,1,,183963.34
,,,,,,54,2,1,,45113.92
,,,,,,28,2,1,,110776.01
,,,,,,38,2,0,,183042.2
,,,,,,34,2,0,,161571.79
,,,,,,32,1,1,,166692.03
,,,,,,35,2,1,,71173.64
,,,,,,37,1,0,,5353.12
,,,,,,39,2,1,,86019.48
,,,,,,35,2,0,,86383.82
,,,,,,61,1,0,,31641.52
,,,,,,28,1,1,,70548.96
,,,,,,26,2,1,,24411.02
,,,,,,35,1,0,,122254.86
,,,,,,24,2,1,,186035.72
,,,,,,35,2,0,,73133.82
,,,,,,56,3,1,,187734.49
,,,,,,33,2,1,,111590.35
,,,,,,38,2,0,,15859.95
,,,,,,37,1,1,,61324.87
,,,,,,31,1,1,,176868.89
,,,,,,34,1,0,,98896.06
,,,,,,35,2,1,,108739.15
,,,,,,39,2,1,,12266.06
,,,,,,38,1,1,,163317.5
,,,,,,47,2,1,,182247.77
,,,,,,33,2,1,,168261.4
,,,,,,54,2,1,,158590.66
,,,,,,30,1,1,,102566.46
,,,,,,38,1,1,,141827.83
,,,,,,30,2,0,,161671.15
,,,,,,38,2,0,,192013.23
,,,,,,47,1,0,,127875.1
,,,,,,40,1,1,,60811.56
,,,,,,70,1,0,,131177.22
,,,,,,31,1,1,,130862.11
,,,,,,33,2,0,,72970.93
,,,,,,22,2,1,,28123.99
,,,,,,36,1,1,,140754.19
,,,,,,39,1,0,,166650.32
,,,,,,26,2,1,,45507.24
,,,,,,29,1,0,,112202.64
,,,,,,33,1,1,,37140.2
,,,,,,42,1,1,,178256.58
,,,,,,42,1,1,,100982.93
,,,,,,39,1,0,,109626.13
,,,,,,45,2,1,,99251.24
,,,,,,35,1,1,,143345.69
,,,,,,35,2,1,,59653.03
,,,,,,25,1,0,,196864.61
,,,,,,52,1,0,,109960.4
,,,,,,33,1,1,,127256.7
,,,,,,40,2,1,,1099.95
,,,,,,33,2,1,,146192.4
,,,,,,33,2,1,,48553.77
,,,,,,30,1,0,,144407.1
,,,,,,38,1,1,,195760.53
,,,,,,81,2,1,,44827.47
,,,,,,34,2,1,,88743.99
,,,,,,34,2,1,,88837.11
,,,,,,40,2,1,,62112.7
,,,,,,37,2,0,,163563.07
,,,,,,38,2,1,,174800.31
,,,,,,56,1,0,,42429.88
,,,,,,37,2,1,,82647.65
,,,,,,30,2,0,,134175.15
,,,,,,51,2,1,,92243.94
,,,,,,34,2,1,,6175.53
,,,,,,40,1,0,,29213.63
,,,,,,45,1,0,,67214.02
,,,,,,49,1,1,,169037.84
,,,,,,30,1,1,,188809.23
,,,,,,42,1,0,,79408.17
,,,,,,36,1,1,,89222.66
,,,,,,31,1,1,,86079.67
,,,,,,50,1,1,,12944.17
,,,,,,42,2,1,,166516.84
,,,,,,35,1,0,,126419.8
,,,,,,47,1,0,,89103.05
,,,,,,30,2,1,,132973.17
,,,,,,26,2,1,,93122.41
,,,,,,27,1,0,,167522.19
,,,,,,38,1,0,,157239.6
,,,,,,33,2,0,,107429.71
,,,,,,36,1,1,,75304.09
,,,,,,46,1,1,,182944.47
,,,,,,27,2,1,,5983.7
,,,,,,45,2,0,,163655.01
,,,,,,32,2,1,,89385.92
,,,,,,51,2,0,,168773.54
,,,,,,39,2,0,,96864.36
,,,,,,32,1,0,,134455.84
,,,,,,39,2,1,,28368.37
,,,,,,40,2,1,,103898.59
,,,,,,33,1,1,,63239.65
,,,,,,21,3,1,,170138.68
,,,,,,67,2,0,,3837.08
,,,,,,22,1,1,,92977.75
,,,,,,24,1,1,,191368.37
,,,,,,28,3,1,,104889.2
,,,,,,26,1,0,,60285.3
,,,,,,36,2,1,,180693.61
,,,,,,32,2,1,,126475.79
,,,,,,37,2,0,,133535.99
,,,,,,57,2,1,,87412.24
,,,,,,45,2,1,,164886.64
,,,,,,36,1,1,,116238.39
,,,,,,41,2,1,,138051.19
,,,,,,41,1,1,,101617.64
,,,,,,44,1,1,,1985.41
,,,,,,34,1,0,,165626.6
,,,,,,51,2,1,,177784.68
,,,,,,35,2,1,,65765.22
,,,,,,34,2,1,,50759.8
,,,,,,32,1,1,,163216.48
,,,,,,39,1,1,,74850.93
,,,,,,26,2,1,,23491.09
,,,,,,41,2,1,,134272.57
,,,,,,50,1,1,,155721.15
,,,,,,23,1,1,,147230.77
,,,,,,73,2,1,,133210.44
,,,,,,46,1,1,,18986.12
,,,,,,41,1,1,,100507.81
,,,,,,31,1,1,,59346.4
,,,,,,36,2,1,,95372.64
,,,,,,30,1,1,,31805.49
,,,,,,24,1,1,,51959.82
,,,,,,33,1,0,,130824.57
,,,,,,39,2,0,,157694.76
,,,,,,37,2,1,,933.38
,,,,,,50,1,0,,2560.11
,,,,,,38,1,1,,12905.89
,,,,,,36,2,1,,176692.87
,,,,,,34,2,1,,102908.63
,,,,,,36,2,0,,41291.05
,,,,,,42,2,1,,119127.06
,,,,,,30,2,0,,126434.61
,,,,,,21,2,0,,103901.35
,,,,,,62,2,1,,85153
,,,,,,50,2,1,,12493.61
,,,,,,43,2,1,,167336.78
,,,,,,36,2,0,,186180.42
,,,,,,50,4,1,,88566.9
,,,,,,37,1,0,,172526.9
,,,,,,31,1,0,,137985.69
,,,,,,23,1,1,,19793.73
,,,,,,47,2,1,,107874.39
,,,,,,47,2,0,,171995.34
,,,,,,33,1,1,,61829.89
,,,,,,33,1,1,,31728.35
,,,,,,31,3,0,,155221.05
,,,,,,33,2,0,,130866.95
,,,,,,56,2,1,,62199.78
,,,,,,34,1,1,,24255.21
,,,,,,29,1,1,,64679.07
,,,,,,47,1,1,,88120.78
,,,,,,41,1,1,,66463.62
,,,,,,33,1,1,,15142.1
,,,,,,34,2,1,,102908.91
,,,,,,50,2,0,,48170.57
,,,,,,34,2,1,,11597.69
,,,,,,39,1,1,,172450.04
,,,,,,31,2,0,,184061.17
,,,,,,46,1,1,,21038.58
,,,,,,34,2,1,,109538.35
,,,,,,29,2,1,,129192.55
,,,,,,49,1,1,,146516.86
,,,,,,43,2,1,,181430.91
,,,,,,29,2,0,,121451.21
,,,,,,29,1,0,,131712.51
,,,,,,44,2,1,,53294.17
,,,,,,31,1,0,,96546.55
,,,,,,48,3,1,,184524.65
,,,,,,51,1,1,,195259.31
,,,,,,34,1,1,,172618.52
,,,,,,27,1,1,,59259.44
,,,,,,58,1,0,,25899.21
,,,,,,36,1,0,,3749
,,,,,,40,1,1,,101918.96
,,,,,,50,2,1,,57802.62
,,,,,,37,2,0,,142454.77
,,,,,,47,1,1,,143829.54
,,,,,,30,1,0,,44114.88
,,,,,,36,1,1,,186948.35
,,,,,,29,1,0,,173629.78
,,,,,,28,1,1,,49133.45
,,,,,,33,2,0,,178122.71
,,,,,,50,1,0,,20893.61
,,,,,,38,2,1,,41303.29
,,,,,,39,1,1,,199808.1
,,,,,,24,1,0,,180490.53
,,,,,,48,2,1,,87400.53
,,,,,,29,2,1,,73686.75
,,,,,,38,1,1,,172497.73
,,,,,,47,2,1,,89286.29
,,,,,,66,2,0,,180082.7
,,,,,,36,1,1,,22102.25
,,,,,,38,1,0,,76068.95
,,,,,,52,2,1,,32159.46
,,,,,,68,1,0,,159557.28
,,,,,,38,2,1,,107673.35
,,,,,,40,1,0,,33607.72
,,,,,,43,3,1,,141035.65
,,,,,,45,2,0,,115719.08
,,,,,,51,3,1,,86128.21
,,,,,,31,2,1,,147668.64
,,,,,,60,1,1,,177480.45
,,,,,,51,2,1,,190937.09
,,,,,,50,2,1,,84531.79
,,,,,,35,2,1,,161133.4
,,,,,,34,2,1,,185555.63
,,,,,,36,1,1,,33075.24
,,,,,,31,1,1,,39806.75
,,,,,,35,2,0,,26389.92
,,,,,,34,1,1,,12162.76
,,,,,,49,2,1,,167237.94
,,,,,,32,2,1,,52067.37
,,,,,,43,1,1,,184006.36
,,,,,,34,1,1,,582.59
,,,,,,28,1,1,,143274.41
,,,,,,31,3,1,,54474.48
,,,,,,45,2,1,,121428.2
,,,,,,35,2,1,,79704.12
,,,,,,53,1,1,,41055.71
,,,,,,33,1,0,,41590.4
,,,,,,33,2,0,,54019.93
,,,,,,38,1,1,,76053.07
,,,,,,39,1,1,,184977.2
,,,,,,35,1,1,,127678.95
,,,,,,39,1,1,,1243.97
,,,,,,31,2,1,,76326.67
,,,,,,47,2,1,,145338.61
,,,,,,33,2,1,,57751.21
,,,,,,29,2,0,,138880.24
,,,,,,34,2,1,,136120.29
,,,,,,41,1,1,,167621.18
,,,,,,24,2,1,,173276.62
,,,,,,38,2,1,,99661.46
,,,,,,33,1,0,,66333.56
,,,,,,36,1,1,,70240.79
,,,,,,30,1,1,,113553.42
,,,,,,36,1,0,,690.84
,,,,,,24,1,1,,98802.76
,,,,,,41,1,0,,130661.95
,,,,,,23,1,0,,116378.82
,,,,,,34,2,0,,186052.15
,,,,,,37,1,0,,100101.06
,,,,,,48,1,1,,169952.82
,,,,,,39,1,1,,61792.76
,,,,,,47,1,1,,37973.13
,,,,,,38,2,1,,188974.81
,,,,,,29,2,0,,86334.64
,,,,,,40,1,1,,152845.99
,,,,,,36,2,1,,146652.11
,,,,,,25,3,1,,45482.04
,,,,,,42,1,1,,168816.73
,,,,,,38,2,1,,59297.34
,,,,,,71,1,1,,125848.88
,,,,,,32,1,0,,76264.27
,,,,,,37,2,1,,3939.87
,,,,,,25,2,1,,15306.29
,,,,,,25,1,1,,58214.79
,,,,,,31,2,0,,35877.03
,,,,,,27,1,1,,21254.06
,,,,,,48,1,1,,24533.89
,,,,,,38,2,1,,23531.5
,,,,,,37,2,1,,89099.18
,,,,,,37,1,1,,807.06
,,,,,,24,1,1,,121592.5
,,,,,,33,2,1,,4700.66
,,,,,,27,1,1,,161909.95
,,,,,,61,1,0,,90389.61
,,,,,,44,2,1,,2919.21
,,,,,,31,2,1,,99086.74
,,,,,,31,3,1,,163170.32
,,,,,,31,1,1,,72757.33
,,,,,,22,2,1,,73286.8
,,,,,,40,1,0,,146056.29
,,,,,,40,1,0,,167673.37
,,,,,,46,2,1,,146011.55
,,,,,,27,1,0,,103381.47
,,,,,,42,1,1,,83022.92
,,,,,,28,2,0,,46041.08
,,,,,,36,1,0,,182843.24
,,,,,,59,2,1,,171364.18
,,,,,,50,1,1,,183399.12
,,,,,,40,2,0,,152883.95
,,,,,,39,2,1,,50560.45
,,,,,,39,2,1,,54702.66
,,,,,,59,1,1,,78365.75
,,,,,,21,2,1,,68666.63
,,,,,,47,2,1,,151375.73
,,,,,,40,1,1,,19959.67
,,,,,,36,1,1,,26955.72
,,,,,,66,1,1,,76267.59
,,,,,,42,1,1,,100998.5
,,,,,,59,1,0,,191070.01
,,,,,,30,1,0,,176858.5
,,,,,,54,1,1,,45325.26
,,,,,,36,1,1,,190958.48
,,,,,,32,2,0,,78896.59
,,,,,,47,1,1,,121964.46
,,,,,,49,1,0,,11144.4
,,,,,,27,2,1,,144181.48
,,,,,,33,2,1,,32757.55
,,,,,,34,1,1,,80320.3
,,,,,,39,1,1,,185830.72
,,,,,,34,2,1,,160095.31
,,,,,,63,2,1,,52198.84
,,,,,,29,2,1,,31811.44
,,,,,,32,2,1,,104181.78
,,,,,,31,2,1,,67667.19
,,,,,,39,2,1,,193974.47
,,,,,,32,1,1,,198055.94
,,,,,,34,1,0,,43249.67
,,,,,,32,2,1,,55218.02
,,,,,,61,1,1,,131305.37
,,,,,,41,2,1,,43117.1
,,,,,,75,1,0,,186655.11
,,,,,,40,2,0,,33266.29
,,,,,,39,2,1,,555.28
,,,,,,42,1,1,,150944.31
,,,,,,59,1,1,,72846.58
,,,,,,25,1,1,,35279.74
,,,,,,27,1,1,,2101.89
,,,,,,50,2,0,,94949.84
,,,,,,57,2,1,,99061.75
,,,,,,38,1,1,,74692.06
,,,,,,30,2,1,,116692.8
,,,,,,39,1,1,,32824.15
,,,,,,37,2,1,,139607.61
,,,,,,32,2,1,,115525.13
,,,,,,43,1,1,,20955.03
,,,,,,25,2,1,,52341.15
,,,,,,33,1,1,,159813.18
,,,,,,47,1,1,,169935.46
,,,,,,37,1,1,,146033.52
,,,,,,37,2,0,,153122.73
,,,,,,39,1,1,,60335.24
,,,,,,40,2,1,,163757.29
,,,,,,34,2,0,,156648.81
,,,,,,50,1,1,,176471.78
,,,,,,32,2,1,,5388.3
,,,,,,50,1,0,,93332.64
,,,,,,29,2,0,,71192.82
,,,,,,32,1,1,,170309.19
,,,,,,35,1,1,,109794.31
,,,,,,24,2,1,,166310.82
,,,,,,25,2,1,,126728.27
,,,,,,29,1,0,,30338.94
,,,,,,38,2,1,,37935.83
,,,,,,35,2,0,,25329.48
,,,,,,37,2,0,,49676.33
,,,,,,56,2,1,,169498.61
,,,,,,36,3,1,,26500.29
,,,,,,28,1,1,,166458.41
,,,,,,40,1,1,,181294.39
,,,,,,58,1,1,,21768.21
,,,,,,40,2,0,,72849.29
,,,,,,41,1,1,,24499.97
,,,,,,38,1,0,,98994.92
,,,,,,30,1,0,,141446.01
,,,,,,38,2,1,,77864.41
,,,,,,33,2,1,,115115.32
,,,,,,32,2,0,,168605.96
,,,,,,33,2,0,,38550.4
,,,,,,40,1,1,,160618.61
,,,,,,35,2,1,,3701.63
,,,,,,38,2,1,,88659.44
